soil_ph,moisture,nitrogen,phosphorus,potassium,organic_matter,soil_fertility_score
6.310890415965769,17.405317153544786,26.170568373590598,67.2702994208898,57.19958782835928,4.542719682496979,100.0
8.327500072434706,31.676037895134325,24.697879907199983,79.66813971913723,80.54323292999864,5.260920934375193,100.0
7.561978796339918,44.91783343505633,90.62545805210367,25.046789879249896,76.01609297901591,8.690926538819623,100.0
7.095304694689628,39.28899545638245,24.95461998495061,62.48740996069989,15.389990469377368,4.060039474539029,100.0
5.546065241548527,42.26244591445799,27.1949726128631,57.17459831437487,14.92494697414739,8.826847163309541,100.0
5.545980821176709,36.35133466842869,75.93982624179637,83.28303767882711,26.817436774491334,1.7932098787902233,100.0
5.203292642588698,37.6910625807141,44.973984245054,90.60870604812605,36.10747263410372,7.991185934877676,100.0
8.031616510212274,43.96782606261277,77.67105569551812,1.2156771477386807,40.84555814084826,8.627928697492628,100.0
7.103902541101231,19.98672035436744,6.536615756438524,67.40199190587927,67.96972168333453,2.6363588755360485,100.0
7.478254022286159,29.57699854572562,48.75711936733843,5.1835799119729025,5.66804321658354,4.873118791349804,100.0
5.072045730035309,18.84837767278409,3.3613600183282633,54.88586650773559,3.4672704226066386,2.4894979719729005,52.10744896704435
8.39468448256698,49.50672031986588,6.265320345535452,28.76327290436782,39.191056294390904,7.35943716094796,100.0
7.913549242801476,47.76237358746453,90.64374533444109,30.67765995221412,69.71636921379805,5.818129912554911,100.0
5.743186887373967,11.577072454740236,13.924537111759516,35.29585034523566,19.343534295648258,6.717910120374889,72.62765555322567
5.636387385224852,38.22300690062754,53.24206822752171,62.12924490496101,64.15044812562518,2.7683827026059005,100.0
5.6419157844870185,47.009932696626635,41.10956026007065,33.40499656687692,25.982813794029948,2.9057127584717755,100.0
6.064847850358382,17.22301380509334,34.73433262588427,73.26990505902803,88.60861088135164,1.3734759295891572,100.0
6.836647510712832,32.717809222105174,89.98333456872724,40.45273855738697,89.56899442666165,3.8986078167615674,100.0
6.5118075652474054,46.619531903521676,2.18233967754895,6.835320030995861,29.72872042813265,6.037701952003075,100.0
6.019301990693147,11.357839143431953,66.37896861755891,78.37598424841073,22.99937539632405,8.721414225975959,100.0
7.141485131528328,37.8968106898736,96.33944342135504,28.5758324592706,41.13039720662313,7.002347027128127,100.0
5.488228512282147,21.89396029490203,56.016818346184195,43.276687959926264,24.05315851801487,4.918566910597763,90.15121536736996
